"Name"|"Age"|"Class.Dept"|"Ticket"|"Fare"|"Group"|"Ship"|"Joined"|"Job"|"Boat"|"Body"
"1396"|"JOHNSON, Mr August"|"49"|"3rd Class"|"370160"|""|NA|NA|"Southampton"|"Seaman"|""|NA
"1397"|"JOHNSON, Mr William Cahoone Jr."|"19"|"3rd Class"|"370160"|""|NA|NA|"Southampton"|"Seaman"|""|NA
"1398"|"JOHNSON, Mr Malkolm Joackim"|"33"|"3rd Class"|"347062"|"£7 15s 6d"|NA|NA|"Southampton"|"General Labourer"|""|37
"1399"|"JOHNSON, Mrs Elisabeth Vilhelmina"|"26"|"3rd Class"|"347742"|"£11 2s 8d"|NA|NA|"Southampton"|""|"15"|NA
"1400"|"JOHNSON, Master Harold Theodor"|"4"|"3rd Class"|"347742"|"£11 2s 8d"|NA|NA|"Southampton"|""|"15"|NA
"1401"|"JOHNSON, Miss Eleanor Ileen"|"1"|"3rd Class"|"347742"|"£11 2s 8d"|NA|NA|"Southampton"|""|"15"|NA
"1402"|"JOHNSTON, Mr Andrew Emslie"|"35"|"3rd Class"|"6607"|"£23 9s "|NA|NA|"Southampton"|"Plumber"|""|NA
"1403"|"JOHNSTON, Mrs Eliza"|"34"|"3rd Class"|"6607"|"£23 9s "|NA|NA|"Southampton"|""|""|NA
"1404"|"JOHNSTON, Master William Andrew"|"8"|"3rd Class"|"6607"|"£23 9s "|NA|NA|"Southampton"|""|""|NA
"1405"|"JOHNSTON, Miss Catherine Nellie"|"7"|"3rd Class"|"6607"|"£23 9s "|NA|NA|"Southampton"|""|""|NA
"1406"|"JONKOFF, Mr Lalio"|"23"|"3rd Class"|"349204"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1407"|"JONSSON, Mr Carl"|"25"|"3rd Class"|"350417"|"£7 17s 1d"|NA|NA|"Southampton"|"General Labourer"|"15"|NA
"1408"|"JöNSSON, Mr Nils Hilding"|"27"|"3rd Class"|"350408"|"£7 17s 1d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1409"|"JOSEPH (SHAHIN), Mr Elias"|"39"|"3rd Class"|"2675"|"£7 4s 7d"|NA|NA|"Cherbourg"|""|""|NA
"1410"|"JUSSILA, Miss Katriina"|"20"|"3rd Class"|"4136"|"£9 16s 10d"|NA|NA|"Southampton"|"Servant"|""|NA
"1411"|"JUSSILA, Miss Mari Aina"|"21"|"3rd Class"|"4137"|"£9 16s 10d"|NA|NA|"Southampton"|"Servant"|""|NA
"1412"|"JUSSILA, Mr Eiriik"|"32"|"3rd Class"|"3101286"|"£7 18s 6d"|NA|NA|"Southampton"|""|"15"|NA
"1413"|"KALLIO, Mr Nikolai Erland"|"17"|"3rd Class"|"3101274"|"£7 2s 6d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1414"|"KALVIK, Mr Johannes Halvorsen"|"21"|"3rd Class"|"8475"|"£8 8s 8d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1415"|"KARAJIC, Mr Milan"|"30"|"3rd Class"|"349246"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1416"|"KARLSSON, Mr Einar Gervasius"|"21"|"3rd Class"|"350053"|"£7 15s 11d"|NA|NA|"Southampton"|"Military"|"13"|NA
"1417"|"KARLSSON, Mr Julius Konrad Eugen"|"33"|"3rd Class"|"347465"|"£7 17s 1d"|NA|NA|"Southampton"|"Engineer"|""|NA
"1418"|"KARLSSON, Mr Nils August"|"22"|"3rd Class"|"350060"|"£7 10s 5d"|NA|NA|"Southampton"|"Farmer"|""|NA
"1419"|"KARUN, Mr Franz"|"39"|"3rd Class"|"349256"|"£13 8s 4d"|NA|NA|"Cherbourg"|"Hotelier"|"15"|NA
"1420"|"KARUN, Miss Manca"|"4"|"3rd Class"|"349256"|"£13 8s 4d"|NA|NA|"Cherbourg"|""|"15"|NA
"1421"|"KASSEM HOUSSEIN, Mr Fared"|"18"|"3rd Class"|"2700"|"£7 4s 7d"|NA|NA|"Cherbourg"|"Farmer"|""|NA
"1422"|"KATAVELOS, Mr Vasilios G."|"19"|"3rd Class"|"2682"|"£7 4s 7d"|NA|NA|"Cherbourg"|"Farmer"|""|58
"1423"|"KEANE, Mr Andrew \"Andy\""|"23"|"3rd Class"|"12460"|"£7 15s "|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1424"|"KEEFE, Mr Arthur"|"39"|"3rd Class"|"323592"|"£7 5s "|NA|NA|"Southampton"|"Farmer"|"A"|332
"1425"|"KELLY, Mr James"|"19"|"3rd Class"|"363592"|"£8 1s "|NA|NA|"Southampton"|"Painter & Decorator"|""|NA
"1426"|"KELLY, Mr James"|"44"|"3rd Class"|"330911"|"£7 16s 7d"|NA|NA|"Queenstown"|"Farm Labourer"|""|70
"1427"|"KELLY, Miss Anna Katherine"|"20"|"3rd Class"|"9234"|"£7 15s "|NA|NA|"Queenstown"|""|"16"|NA
"1428"|"KELLY, Miss Mary"|"22"|"3rd Class"|"14312"|"£7 15s "|NA|NA|"Queenstown"|""|"D"|NA
"1429"|"KENNEDY, Mr John"|"24"|"3rd Class"|"368783"|"£7 15s "|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1430"|"KHALIL, Mr Betros"|"25"|"3rd Class"|"2660"|"£14 9s 1d"|NA|NA|"Cherbourg"|"Farm Labourer"|""|NA
"1431"|"KHALIL, Mrs Zahie \"Maria\""|"20"|"3rd Class"|"2660"|"£14 9s 1d"|NA|NA|"Cherbourg"|"Farm Labourer"|""|NA
"1432"|"KIERNAN, Mr John"|"25"|"3rd Class"|"367227"|"£7 15s "|NA|NA|"Queenstown"|"General Labourer"|""|NA
"1433"|"KIERNAN, Mr Philip"|"22"|"3rd Class"|"367229"|"£7 15s "|NA|NA|"Queenstown"|"General Labourer"|""|NA
"1434"|"KILGANNON, Mr Thomas"|"22"|"3rd Class"|"36865"|"£7 14s 9d"|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1435"|"KINK, Mr Anton"|"29"|"3rd Class"|"315153"|"£22 6d"|NA|NA|"Southampton"|""|"2"|NA
"1436"|"KINK, Miss Maria"|"22"|"3rd Class"|"315152"|"£8 13s 3d"|NA|NA|"Southampton"|""|""|NA
"1437"|"KINK, Mr Vincenz"|"26"|"3rd Class"|"315151"|"£8 13s 3d"|NA|NA|"Southampton"|"Magazineer"|""|NA
"1438"|"KINK-HEILMANN, Mrs Luise"|"26"|"3rd Class"|"315153"|"£22 6d"|NA|NA|"Southampton"|""|"2"|NA
"1439"|"KINK-HEILMANN, Miss Luise Gretchen"|"4"|"3rd Class"|"315153"|"£22 6d"|NA|NA|"Southampton"|""|"2"|NA
"1440"|"KLASéN, Mr Klas Albin"|"18"|"3rd Class"|"350404"|"£7 17s 1d"|NA|NA|"Southampton"|"Farm Labourer"|""|NA
"1441"|"KLASéN, Miss Gertrud Emilia"|"1"|"3rd Class"|"350405"|"£12 3s 8d"|NA|NA|"Southampton"|""|""|NA
"1442"|"KLASéN, Mrs Hulda Kristina Eugenia"|"36"|"3rd Class"|"350405"|"£12 3s 8d"|NA|NA|"Southampton"|"Housewife"|""|NA
"1443"|"KRAEFF, Mr Theodor"|""|"3rd Class"|"349253"|"£7 17s 11d"|NA|NA|"Cherbourg"|"General Labourer"|""|NA
"1444"|"KREKORIAN, Mr Neshan"|"25"|"3rd Class"|"2654"|"£7 4s 7d"|NA|NA|"Cherbourg"|"General Labourer"|"10"|NA
"1445"|"KUTSCHER (LITHMAN), Mr Simon"|"26"|"3rd Class"|"251"|"£7 11s "|NA|NA|"Southampton"|"Baker"|""|NA
"1446"|"LAHOUD ISHAQ MOWAD, Mr Sarkis"|"30"|"3rd Class"|"2624"|"£7 4s 6d"|NA|NA|"Cherbourg"|"General Labourer"|""|NA
"1447"|"LAITINEN, Miss Kristina Sofia"|"37"|"3rd Class"|"4135"|"£9 11s 9d"|NA|NA|"Southampton"|"Housekeeper"|""|NA
"1448"|"LALEFF, Mr Kristo"|"23"|"3rd Class"|"349217"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1449"|"LAM, Mr Ali"|"38"|"3rd Class"|"1601"|"£56 9s 11d"|NA|NA|"Southampton"|"Seaman"|"C"|NA
"1450"|"LAM, Mr Len"|"23"|"3rd Class"|"1601"|"£56 9s 11d"|NA|NA|"Southampton"|"Seaman"|""|NA
"1451"|"LANDERGREN, Miss Aurora Adelia"|"22"|"3rd Class"|"7077"|"£7 5s "|NA|NA|"Southampton"|""|"13"|NA
"1452"|"LANE, Mr Patrick"|"16"|"3rd Class"|"7935"|"£7 15s "|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1453"|"LANG, Mr Fang"|"32"|"3rd Class"|"1601"|"£56 9s 11d"|NA|NA|"Southampton"|"Seaman"|"14"|NA
"1454"|"LARSSON, Mr August Viktor"|"29"|"3rd Class"|"7545"|"£9 9s 8d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1455"|"LARSSON, Mr Bengt Edvin"|"29"|"3rd Class"|"347067"|"£7 15s 6d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1456"|"LARSSON-RONDBERG, Mr Edvard A."|"22"|"3rd Class"|"347065"|"£7 15s 6d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1457"|"LEENI, Mr Fahim (\"Philip Zenni\")"|"22"|"3rd Class"|"2620"|"£7 4s 6d"|NA|NA|"Cherbourg"|"General Labourer"|"6"|NA
"1458"|"LEFEBVRE, Mrs Frances Marie"|"40"|"3rd Class"|"4133"|"£25 9s 4d"|NA|NA|"Southampton"|""|""|NA
"1459"|"LEFEBVRE, Master Henry"|"5"|"3rd Class"|"4133"|"£25 9s 4d"|NA|NA|"Southampton"|""|""|NA
"1460"|"LEFEBVRE, Miss Ida"|"3"|"3rd Class"|"4133"|"£25 9s 4d"|NA|NA|"Southampton"|""|""|NA
"1461"|"LEFEBVRE, Miss Jeannie"|"8"|"3rd Class"|"4133"|"£25 9s 4d"|NA|NA|"Southampton"|""|""|NA
"1462"|"LEFEBVRE, Miss Mathilde"|"12"|"3rd Class"|"4133"|"£25 9s 4d"|NA|NA|"Southampton"|""|""|NA
"1463"|"LEINONEN, Mr Antti Gustaf"|"32"|"3rd Class"|"3101292"|"£7 18s 6d"|NA|NA|"Southampton"|""|""|NA
"1464"|"LENNON, Mr Denis"|"20"|"3rd Class"|"370371"|"£15 10s "|NA|NA|"Queenstown"|"General Labourer"|""|NA
"1465"|"LEONARD, Mr Lionel"|"36"|"3rd Class"|"370160"|""|NA|NA|"Southampton"|"Seaman"|""|NA
"1466"|"LESTER, Mr James"|"26"|"3rd Class"|"48871"|"£24 3s "|NA|NA|"Southampton"|"Dipper"|""|NA
"1467"|"LIEVENS, Mr René Aimé"|"24"|"3rd Class"|"345781"|"£9 10s "|NA|NA|"Southampton"|"Farmer"|""|NA
"1468"|"LINDAHL, Miss Agda Thorilda Viktoria"|"25"|"3rd Class"|"347071"|"£7 15s 6d"|NA|NA|"Southampton"|""|""|NA
"1469"|"LINDBLOM, Miss Augusta Charlotta"|"45"|"3rd Class"|"347073"|"£7 15s "|NA|NA|"Southampton"|""|""|NA
"1470"|"LINDELL, Mr Edvard Bengtsson"|"36"|"3rd Class"|"349910"|"£15 11s "|NA|NA|"Southampton"|"General Labourer"|"A"|NA
"1471"|"LINDELL, Mrs Elin Gerda"|"30"|"3rd Class"|"349910"|"£15 11s "|NA|NA|"Southampton"|""|"A"|NA
"1472"|"LINDQVIST, Mr Eino William"|"20"|"3rd Class"|"3101285"|"£7 18s 6d"|NA|NA|"Southampton"|""|"15"|NA
"1473"|"LINEHAN, Mr Michael"|"21"|"3rd Class"|"330971"|"£7 17s 7d"|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1474"|"LING, Mr Lee"|"28"|"3rd Class"|"1601"|"£56 9s 11d"|NA|NA|"Southampton"|"Seaman"|""|NA
"1475"|"LINHART, Mr Wenzel"|"27"|"3rd Class"|"345775"|"£9 10s "|NA|NA|"Southampton"|"Baker"|""|298
"1476"|"LIVSHIN, Mr David (Abraham Harmer)"|"25"|"3rd Class"|"374887"|"£7 5s "|NA|NA|"Southampton"|"Jeweller"|"B"|NA
"1477"|"LOBB, Mr William Arthur"|"30"|"3rd Class"|"3336"|"£16 2s "|NA|NA|"Southampton"|"Engineer"|""|NA
"1478"|"LOBB, Mrs Cordelia K."|"26"|"3rd Class"|"3336"|"£16 2s "|NA|NA|"Southampton"|""|""|55
"1479"|"LOCKYER, Mr Edward Thomas"|"21"|"3rd Class"|"1222"|"£7 17s 7d"|NA|NA|"Southampton"|"Grocers Assistant"|""|153
"1480"|"LOVELL, Mr John Hall (\"Henry\")"|"20"|"3rd Class"|"21173"|"£7 5s "|NA|NA|"Southampton"|"Farmer"|""|NA
"1481"|"LULIC, Mr Nikola"|"29"|"3rd Class"|"315098"|"£8 13s 3d"|NA|NA|"Southampton"|""|"15"|NA
"1482"|"LUNDAHL, Mr Johan Svensson"|"51"|"3rd Class"|"347743"|"£7 1s 1d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1483"|"LUNDSTRöM, Mr Thure Edvin"|"32"|"3rd Class"|"350403"|"£7 11s 7d"|NA|NA|"Southampton"|""|"15"|NA
"1484"|"LYMPEROPOULUS, Mr Panagiotis K."|"30"|"3rd Class"|"2683"|"£6 8s 9d"|NA|NA|"Cherbourg"|"General Labourer"|""|196
"1485"|"LYNTAKOFF, Mr Stanko"|"44"|"3rd Class"|"349235"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1486"|"MACKAY, Mr George William"|"20"|"3rd Class"|"42795"|"£7 11s "|NA|NA|"Southampton"|"Butler"|""|NA
"1487"|"MADIGAN, Miss Margaret \"Maggie\""|"21"|"3rd Class"|"370370"|"£7 15s "|NA|NA|"Queenstown"|""|"15"|NA
"1488"|"MADSEN, Mr Fridtjof Arne"|"24"|"3rd Class"|"17369"|"£7 2s 10d"|NA|NA|"Southampton"|""|"13"|NA
"1489"|"MäENPää, Mr Matti Alexanteri"|"22"|"3rd Class"|"3101275"|"£7 2s 6d"|NA|NA|"Southampton"|""|""|NA
"1490"|"MAHON, Miss Bridget Delia"|"20"|"3rd Class"|"330924"|"£7 17s 7d"|NA|NA|"Queenstown"|""|""|NA
"1491"|"MAISNER, Mr Simon"|"34"|"3rd Class"|"2816"|"£8 1s "|NA|NA|"Southampton"|"Tailor"|""|NA
"1492"|"MäKINEN, Mr Kalle Edvard"|"29"|"3rd Class"|"3101268"|"£7 18s 6d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1493"|"MAMEE, Mr Hanna"|"20"|"3rd Class"|"2677"|"£7 4s 7d"|NA|NA|"Cherbourg"|""|"15"|NA
"1494"|"MANGAN, Miss Mary"|"32"|"3rd Class"|"364850"|"£7 15s "|NA|NA|"Queenstown"|""|""|61
"1495"|"MANNION, Miss Margaret"|"28"|"3rd Class"|"36866"|"£7 14s 9d"|NA|NA|"Queenstown"|""|"16"|NA
"1496"|"MARDIROSIAN, Mr Sarkis"|"25"|"3rd Class"|"2655"|"£7 4s 7d"|NA|NA|"Cherbourg"|"Farm Labourer"|""|NA
"1497"|"MARINKO, Mr Dmitri"|"23"|"3rd Class"|"349238"|"£7 17s 11d"|NA|NA|"Southampton"|""|""|NA
"1498"|"MARKOFF, Mr Marin"|"35"|"3rd Class"|"349213"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1499"|"MARKUN, Mr Johann"|"33"|"3rd Class"|"349257"|"£7 17s 11d"|NA|NA|"Cherbourg"|"General Labourer"|""|NA
"1500"|"MATINOFF, Mr Nicola"|"30"|"3rd Class"|"349255"|"£7 17s 11d"|NA|NA|"Cherbourg"|""|""|NA
"1501"|"MCCARTHY, Miss Catherine \"Katie\""|"24"|"3rd Class"|"383123"|"£7 15s "|NA|NA|"Queenstown"|""|"15"|NA
"1502"|"MCCORMACK, Mr Thomas Joseph"|"19"|"3rd Class"|"367228"|"£7 15s "|NA|NA|"Queenstown"|"Barman"|""|NA
"1503"|"MCCOY, Miss Agnes"|"29"|"3rd Class"|"367226"|"£23 5s "|NA|NA|"Queenstown"|""|"16"|NA
"1504"|"MCCOY, Miss Alicia"|"26"|"3rd Class"|"367226"|"£23 5s "|NA|NA|"Queenstown"|""|"16"|NA
"1505"|"MCCOY, Mr Bernard"|"24"|"3rd Class"|"367226"|"£23 5s "|NA|NA|"Queenstown"|"General Labourer"|"16"|NA
"1506"|"MCDERMOTT, Miss Bridget Delia"|"31"|"3rd Class"|"330932"|"£7 15s 8d"|NA|NA|"Queenstown"|""|"13"|NA
"1507"|"MCEVOY, Mr Michael"|"19"|"3rd Class"|"36568"|"£15 10s "|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1508"|"MCGOVERN, Ms Mary"|"22"|"3rd Class"|"330931"|"£7 17s 7d"|NA|NA|"Queenstown"|""|"13"|NA
"1509"|"MCGOWAN, Miss Katherine"|"42"|"3rd Class"|"9232"|"£7 15s "|NA|NA|"Queenstown"|""|""|NA
"1510"|"MCGOWAN, Miss Anna \"Annie\""|"17"|"3rd Class"|"330923"|"£8 7d"|NA|NA|"Queenstown"|""|""|NA
"1511"|"MCMAHON, Mr Martin"|"20"|"3rd Class"|"370372"|"£7 15s "|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1512"|"MCNAMEE, Mr Neal"|"27"|"3rd Class"|"376566"|"£16 2s "|NA|NA|"Southampton"|"Provision Manager"|""|NA
"1513"|"MCNAMEE, Mrs Eileen"|"19"|"3rd Class"|"376566"|"£16 2s "|NA|NA|"Southampton"|""|""|53
"1514"|"MCNEILL, Miss Bridget"|"27"|"3rd Class"|"370368"|"£7 15s "|NA|NA|"Queenstown"|""|""|NA
"1515"|"MEANWELL, Mrs Marian"|"63"|"3rd Class"|"392087"|"£8 1s "|NA|NA|"Southampton"|"Milliner"|""|NA
"1516"|"MEEHON, Mr John"|"22"|"3rd Class"|"3130"|"£7 15s "|NA|NA|"Queenstown"|"General Labourer"|""|NA
"1517"|"MEEK, Mrs Annie Louise Rowley"|"31"|"3rd Class"|"343095"|"£8 1s "|NA|NA|"Southampton"|""|""|NA
"1518"|"MEO (MARTINO), Mr Alfonzo"|"48"|"3rd Class"|"11206"|"£8 1s "|NA|NA|"Southampton"|"Musician"|""|201
"1519"|"MERNAGH, Mr Robert"|"28"|"3rd Class"|"368703"|"£7 15s "|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1520"|"MIDTSJø, Mr Karl Albert"|"21"|"3rd Class"|"345501"|"£7 15s 6d"|NA|NA|"Southampton"|"Farmer"|"15"|NA
"1521"|"MIHOFF, Mr Stoytcho"|"28"|"3rd Class"|"349207"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1522"|"MILES, Mr Frank"|"23"|"3rd Class"|"359306"|"£8 1s "|NA|NA|"Southampton"|"Engineer"|""|NA
"1523"|"MINEFF, Mr Ivan"|"24"|"3rd Class"|"349233"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1524"|"MINKOFF, Mr Lazar"|"21"|"3rd Class"|"349211"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1525"|"MITKOFF, Mr Mito"|"23"|"3rd Class"|"349221"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1526"|"MOCKLER, Miss Ellen Mary"|"23"|"3rd Class"|"330980"|"£7 17s 7d"|NA|NA|"Queenstown"|""|"16"|NA
"1527"|"MOEN, Mr Sigurd Hansen"|"27"|"3rd Class"|"348123"|"£7 13s "|NA|NA|"Southampton"|"Carpenter / Joiner"|""|309
"1528"|"MOOR, Mrs Beila"|"29"|"3rd Class"|"392096"|"£12 9s 6d"|NA|NA|"Southampton"|"Tailor"|"14"|NA
"1529"|"MOOR, Master Meier"|"7"|"3rd Class"|"392096"|"£12 9s 6d"|NA|NA|"Southampton"|""|"14"|NA
"1530"|"MOORE, Mr Leonard Charles"|"19"|"3rd Class"|"54510"|"£8 1s "|NA|NA|"Southampton"|"Bricklayer"|""|NA
"1531"|"MORAN, Miss Bertha Bridget"|"28"|"3rd Class"|"371110"|"£24 3s "|NA|NA|"Queenstown"|""|"16"|NA
"1532"|"MORAN, Mr Daniel James"|"27"|"3rd Class"|"371110"|"£24 3s "|NA|NA|"Queenstown"|"General Labourer"|""|NA
"1533"|"MORLEY, Mr William"|"34"|"3rd Class"|"364506"|"£8 1s "|NA|NA|"Southampton"|"Carpenter / Joiner"|""|NA
"1534"|"MORROW, Mr Thomas Rowan"|"30"|"3rd Class"|"372622"|"£7 15s "|NA|NA|"Queenstown"|"General Labourer"|""|NA
"1535"|"MOSS, Mr Albert Johan"|"29"|"3rd Class"|"312991"|"£7 15s 6d"|NA|NA|"Southampton"|""|"B"|NA
"1536"|"MOUBAREK, Mrs Omine"|"24"|"3rd Class"|"2661"|"£15 4s 11d"|NA|NA|"Cherbourg"|""|"C"|NA
"1537"|"MOUBAREK, Master Gerios (\"George _\")"|"7"|"3rd Class"|"2661"|"£15 4s 11d"|NA|NA|"Cherbourg"|""|"C"|NA
"1538"|"MOUBAREK, Master Halim Gonios (\"William George\")"|"4"|"3rd Class"|"2661"|"£15 4s 11d"|NA|NA|"Cherbourg"|""|"C"|NA
"1539"|"MOUSSA, Mrs Mantoura Boulos"|"35"|"3rd Class"|"2626"|"£7 4s 7d"|NA|NA|"Cherbourg"|"Housewife"|""|NA
"1540"|"MOUSSELMANI, Mrs Fatima"|"22"|"3rd Class"|"2649"|"£7 4s 6d"|NA|NA|"Cherbourg"|""|"C"|NA
"1541"|"MOUTAL, Mr Rahamin Haim"|"28"|"3rd Class"|"374746"|"£8 1s "|NA|NA|"Southampton"|"Traveller"|""|NA
"1542"|"MULLEN, Miss Katherine \"Katie\""|"21"|"3rd Class"|"35852"|"£7 14s 8d"|NA|NA|"Queenstown"|""|"16"|NA
"1543"|"MULLIN, Miss Mary (_Lennon)"|"18"|"3rd Class"|"370371"|"£15 10s "|NA|NA|"Queenstown"|""|""|NA
"1544"|"MULVIHILL, Miss Bridget Elizabeth"|"25"|"3rd Class"|"382653"|"£7 15s "|NA|NA|"Queenstown"|""|"15"|NA
"1545"|"MURDLIN, Mr Joseph"|"22"|"3rd Class"|"3235"|"£8 1s "|NA|NA|"Southampton"|"Chemist"|""|NA
"1546"|"MURPHY, Miss Nora"|"34"|"3rd Class"|"36568"|"£15 10s "|NA|NA|"Queenstown"|""|"16"|NA
"1547"|"MURPHY, Miss Margaret Jane \"Mary\" \"Maggie\""|"25"|"3rd Class"|"367230"|"£15 10s "|NA|NA|"Queenstown"|""|"16"|NA
"1548"|"MURPHY, Miss Catherine \"Kate\""|"18"|"3rd Class"|"367230"|"£15 10s "|NA|NA|"Queenstown"|""|"16"|NA
"1549"|"MYHRMAN, Mr Pehr Fabian Oliver Malkolm"|"18"|"3rd Class"|"347078"|"£7 15s "|NA|NA|"Southampton"|"General Labourer"|""|NA
"1550"|"NAIDENOFF, Mr Penko"|"22"|"3rd Class"|"349206"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1551"|"NAJIB KIAMIE, Miss Adele \"Jane\""|"15"|"3rd Class"|"2667"|"£7 4s 6d"|NA|NA|"Cherbourg"|""|"C"|NA
"1552"|"NAKHLI, Mr Toufik"|"17"|"3rd Class"|"2641"|"£7 4s 7d"|NA|NA|"Cherbourg"|""|""|NA
"1553"|"NAKID, Mr Sahid"|"20"|"3rd Class"|"2653"|"£15 14s 10d"|NA|NA|"Cherbourg"|""|"C"|NA
"1554"|"NAKID, Mrs Waika \"Mary\""|"19"|"3rd Class"|"2653"|"£15 14s 10d"|NA|NA|"Cherbourg"|""|"C"|NA
"1555"|"NAKID, Miss Maria"|"1"|"3rd Class"|"2653"|"£15 14s 10d"|NA|NA|"Cherbourg"|""|"C"|NA
"1556"|"NANCARROW, Mr William Henry"|"34"|"3rd Class"|"3338"|"£8 1s "|NA|NA|"Southampton"|"Mason"|""|NA
"1557"|"NANKOFF, Mr Minko"|"32"|"3rd Class"|"349218"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1558"|"NASR ALMA, Mr Mustafa"|"20"|"3rd Class"|"2652"|"£7 4s 7d"|NA|NA|"Cherbourg"|"Farm Labourer"|""|NA
"1559"|"NASSR RIZQ, Mr Saade"|"20"|"3rd Class"|"2676"|"£7 4s 6d"|NA|NA|"Cherbourg"|""|""|NA
"1560"|"NAUGHTON, Miss Hannah"|"21"|"3rd Class"|"365237"|"£7 15s "|NA|NA|"Queenstown"|""|""|NA
"1561"|"NENKOFF, Mr Christo"|"22"|"3rd Class"|"349234"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1562"|"NICOLA-YARRED, Miss Jamila (\"Amelia Garrett\")"|"14"|"3rd Class"|"2651"|"£11 4s 10d"|NA|NA|"Cherbourg"|""|"C"|NA
"1563"|"NICOLA-YARRED, Master Elias (\"Louis Garrett\")"|"11"|"3rd Class"|"2651"|"£11 4s 10d"|NA|NA|"Cherbourg"|""|"C"|NA
"1564"|"NIEMINEN, Miss Manta Josefina"|"29"|"3rd Class"|"3101297"|"£7 18s 6d"|NA|NA|"Southampton"|"Servant"|""|NA
"1565"|"NIKLASSON, Mr Samuel"|"28"|"3rd Class"|"363611"|"£8 1s "|NA|NA|"Southampton"|"General Labourer"|""|NA
"1566"|"NILSSON, Mr August Ferdinand"|"21"|"3rd Class"|"350410"|"£7 17s 1d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1567"|"NILSSON, Miss Berta Olivia"|"18"|"3rd Class"|"347066"|"£7 15s 6d"|NA|NA|"Southampton"|""|"D"|NA
"1568"|"NILSSON, Miss Helmina Josefina"|"26"|"3rd Class"|"347470"|"£7 17s 1d"|NA|NA|"Southampton"|""|"13"|NA
"1569"|"NIRVA, Mr Iisakki Antino Äijö"|"41"|"3rd Class"|"3101272"|"£7 2s 6d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1570"|"NISKäNEN, Mr Juha"|"39"|"3rd Class"|"3101289"|"£7 18s 6d"|NA|NA|"Southampton"|""|"9"|NA
"1571"|"NOFAL, Mr Mansouer"|"20"|"3rd Class"|"2697"|"£7 4s 7d"|NA|NA|"Cherbourg"|"Journalist"|""|181
"1572"|"NOSWORTHY, Mr Richard Cater"|"21"|"3rd Class"|"39886"|"£7 16s "|NA|NA|"Southampton"|"Farm Labourer"|""|NA
"1573"|"NYSTEN, Miss Anna Sofia"|"22"|"3rd Class"|"347081"|"£7 15s "|NA|NA|"Southampton"|""|"13"|NA
"1574"|"NYSVEEN, Mr Johan Hansen"|"60"|"3rd Class"|"345364"|"£6 4s 9d"|NA|NA|"Southampton"|"Farmer"|""|NA
"1575"|"O'BRIEN, Mr Timothy"|"21"|"3rd Class"|"330979"|"£7 16s 7d"|NA|NA|"Queenstown"|""|""|NA
"1576"|"O'BRIEN, Mr Thomas"|"27"|"3rd Class"|"370365"|"£15 10s "|NA|NA|"Queenstown"|"Farm Labourer"|""|NA
"1577"|"O'BRIEN, Mrs Johanna \"Hannah\""|"26"|"3rd Class"|"370365"|"£15 10s "|NA|NA|"Queenstown"|"Housewife"|""|NA
"1578"|"O'CONNELL, Mr Patrick Denis"|"17"|"3rd Class"|"334912"|"£7 14s 8d"|NA|NA|"Queenstown"|"General Labourer"|""|NA
"1579"|"O'CONNOR, Mr Maurice"|"16"|"3rd Class"|"371060"|"£7 15s "|NA|NA|"Queenstown"|"General Labourer"|""|NA
